,aet_modis,aet_gldas,aet_tc,aet_fldas
2004-08-31,0.08849889192687667,0.015417293148730441,0.004240893602022172,0.0033340970717517402
2004-09-30,0.06138680256609755,0.007772245417415498,0.004631741310200388,0.0071248477407417285
2004-10-31,0.07376834765137541,0.035657656007109954,0.17120834819717873,0.0351064123769365
2004-11-30,0.05379417094786159,0.06679312719065836,0.08049377843094276,0.05056156631115126
2004-12-31,0.026256416065421822,0.05162004324875527,0.12568084054596165,0.05802413786046752
2005-01-31,0.053527000840321505,0.07018266382116249,0.10704171833533893,0.0985183764637871
2005-02-28,0.11325204806422155,0.15003662305773596,0.162488970358415,0.1480060680254876
2005-03-31,0.16912083870215414,0.25462260563116607,0.22497147859838312,0.19203893646991005
2005-04-30,0.1331303511474915,0.31703522064586875,0.15496236195261875,0.2144892202014227
2005-05-31,0.16250292306904246,0.34734637382812883,0.13371362264694117,0.16913338317623203
2005-06-30,0.1505122702055941,0.24354976168836692,0.02257331136328262,0.06329237404130601
2005-07-31,0.07024562917380225,0.10913153109389291,0.014578677900663396,0.02193183937509454
2005-08-31,0.08688980683663838,0.04441262670576499,0.01123075321359623,0.011311950712652258
2005-09-30,0.09176766767862199,0.028741148020524247,0.019630196588858402,0.003977019197227617
2005-10-31,0.0530317483141139,0.038391813537706626,0.06354967819516838,0.018693319810821597
2005-11-30,0.03768118035705201,0.036425292422500054,0.020824839809810876,0.03826079276991509
2005-12-31,0.01491123946185205,0.051852758477641106,0.11623163424904748,0.046171507382953454
2006-01-31,0.0486787662083061,0.07486421480495642,0.14398365075010675,0.08645697212509475
2006-02-28,0.10005702381466496,0.11735965829513244,0.093805852851623,0.08103195084622972
2006-03-31,0.11003951339330839,0.17376044855617714,0.21449700539829875,0.1489426714780042
2006-04-30,0.17513954568754667,0.27317145583544483,0.30543392598024105,0.2429015117977226
2006-05-31,0.16930497312858306,0.35542584251059806,0.05818972322254127,0.20265958208601673
2006-06-30,0.11994328018227701,0.3090363659123409,0.01847778516629833,0.10539243782541227
2006-07-31,0.08636032209178414,0.17601620801273773,0.011705216388218352,0.031847497081494265
2006-08-31,0.10161070691655703,0.050010643118186586,0.008468490261508834,0.011568100352121757
2006-09-30,0.08849147198958748,0.016216448840286907,0.006942190891789339,0.004593691792555569
2006-10-31,0.059705837417076295,0.03076456479184279,0.03370378305245612,0.022977292561727668
2006-11-30,0.04347896442577946,0.02867394253097265,0.0186361619352167,0.02200645459272016
2006-12-31,0.031780177669101926,0.03519374080405471,0.09388112652563858,0.03658455334278734
2007-01-31,0.02617157505337041,0.0490160592498467,0.054946272696412515,0.0410002589640072
2007-02-28,0.06627879064610231,0.08335161325366748,0.11368153707732412,0.08631896069990225
2007-03-31,0.13928079966819518,0.1648618228547545,0.04803795986190747,0.13236708591262453
2007-04-30,0.11148245463822966,0.13446514129998216,0.04046466133995312,0.10541382332050818
2007-05-31,0.1293120900083743,0.07564061885030793,0.0032012456801005867,0.035747211187898295
2007-06-30,0.1058948594622585,0.029542836128345185,0.0016140707120266822,0.010954487088750797
2007-07-31,0.10791073265723468,0.020100427111047488,0.0014456149698158,0.005295810394343395
2007-08-31,0.09306740062794994,0.015988494581107356,0.005109067358759557,0.0028098886315112434
2007-09-30,0.1007834143588552,0.02285597492241166,0.01862015439061322,0.010625371543385578
2007-10-31,0.05613138474777499,0.028906051967507364,0.048245261958358696,0.01610782569888386
2007-11-30,0.03912109529098391,0.022356749489199624,0.010896759014134385,0.04072451004940301
2007-12-31,0.031167754495052977,0.034928595978389654,0.1040191320927283,0.029573302076449922
2008-01-31,0.057932088526416896,0.08241785456075557,0.1248957030059395,0.09722404702109015
2008-02-29,0.12761991220879773,0.11532545378417383,0.12292327621907108,0.10556404452922623
2008-03-31,0.11941842017457908,0.24300819790824635,0.03245972323130306,0.13933739102040552
2008-04-30,0.14351318160990822,0.23584486018388165,0.021832388971612212,0.08079015342354016
2008-05-31,0.08308421681610875,0.16033815270266757,0.023352573371930873,0.035205041739685916
2008-06-30,0.09429820538715716,0.0799710244110284,0.008240449132474093,0.019044800771331076
2008-07-31,0.10216493817199127,0.039334690615349076,0.006381141587125944,0.00586291256575076
2008-08-31,0.07336209486446298,0.015449124514780367,0.005193407485423509,0.002781378693880288
2008-09-30,0.07257832905897516,0.00980388077926793,0.004179028946001499,0.0012478999181067237
2008-10-31,0.056843932489418145,0.017706980844337163,0.011991032807130335,0.002177855581354437
2008-11-30,0.036212565311199374,0.043371410392201167,0.10860545461709303,0.05309135493968913
2008-12-31,0.04563299884091202,0.044133362984873026,0.10173865114748391,0.038353253694801165
2009-01-31,0.053216806201945514,0.07125372128052035,0.05300693890444018,0.04820462427766786
2009-02-28,0.11431966633770307,0.10207678904305804,0.13307648127273358,0.11317687178637992
2009-03-31,0.14221148932105565,0.2275377460240823,0.03256563592471808,0.12906514022352908
2009-04-30,0.09944570808830208,0.21867534195249336,0.024252163278063503,0.0845005203049878
2009-05-31,0.12385184243404629,0.17747366889840738,0.028738958363129133,0.0568555237118705
2009-06-30,0.1210540921111256,0.10620650261449753,0.022645010656245204,0.02266465299602514
2009-07-31,0.07899175557588003,0.03806597469967357,0.0017896291265213121,0.0067792792956635605
2009-08-31,0.07956353258835897,0.019995093681579326,0.0017466877825774644,0.0032067486817542287
2009-09-30,0.06726714175647558,0.014745533490038666,0.008491187860810028,0.0014281864191157472
2009-10-31,0.0625479815256631,0.05308090448881078,0.0709898087450113,0.035407378899740084
2009-11-30,0.04310243588161344,0.04323587168734602,0.01664928385464665,0.02260915243249048
2009-12-31,0.03749050477204416,0.044810483664881405,0.10709134169111621,0.043064910907795455
2010-01-31,0.05745511794292938,0.0714856688256822,0.12647577684892966,0.10158029024534783
2010-02-28,0.07407228540980032,0.09681079292870866,0.15725751028493504,0.12331070532365448
2010-03-31,0.14336595788203882,0.23460451919978775,0.0689955669864975,0.18188701246336522
2010-04-30,0.1364827840593412,0.27081153887719206,0.18914666236307673,0.18926572904602512
2010-05-31,0.1373849211826391,0.26692829215816727,0.025573266152233324,0.12215199790155681
2010-06-30,0.12836096156700216,0.19852719490446213,0.009206313752270961,0.058293663097585366
2010-07-31,0.12371836232336061,0.08127016517563976,0.006947944979800362,0.0185775872708374
2010-08-31,0.11066893467967738,0.023286897246870733,0.005535661385809821,0.006885983511745017
2010-09-30,0.08368507778141751,0.013359243492531063,0.004769018005373103,0.0029032167543360356
2010-10-31,0.05485299914061387,0.04173593646319829,0.07841787363642767,0.02184850054743463
2010-11-30,0.05565152832742399,0.03305276780627359,0.09718748665486361,0.037555197843580405
2010-12-31,0.03831623635962865,0.032650879402926464,0.11892034251075972,0.07889232612139023
2011-01-31,0.05713451269442039,0.06271027351936236,0.09923501682706504,0.11013445328514708
2011-02-28,0.11959066164760061,0.12307790603445136,0.1533925618174185,0.12373939402475473
2011-03-31,0.17110030539787846,0.19651980573352645,0.24264603957353498,0.1938627293103577
2011-04-30,0.15761140766311474,0.2834792322461914,0.06899483114640072,0.2338395793543034
2011-05-31,0.1533863786097747,0.27426785664333064,0.05239731852029188,0.1679645250391635
2011-06-30,0.14343008492185227,0.24840616902923737,0.021391766793191082,0.09706280760182195
2011-07-31,0.14930928759511441,0.12860215600214486,0.01099826337271814,0.0340254046608976
2011-08-31,0.12361816361431717,0.03699775932414672,0.008182548526176621,0.012196329763548149
2011-09-30,0.09698399102401312,0.020249119620004353,0.0122032937446717,0.008692488294744458
2011-10-31,0.057305907569403236,0.052432725966998064,0.06918324496604063,0.034358784736750414
2011-11-30,0.05604451154241195,0.031720744786748065,0.07648036385801048,0.05127554364710397
2011-12-31,0.0240929299696968,0.03560573632963787,0.01780349775714342,0.022015332313862233
2012-01-31,0.027566397023470794,0.047338544203128004,0.0892543116705381,0.043044084393521885
2012-02-29,0.0815943528920547,0.08681968876401958,0.04318609725444306,0.08209127015600591
2012-03-31,0.10806080744177916,0.1507816144390423,0.12939042567580114,0.10483472061797997
2012-04-30,0.18216947748144602,0.18386572129494813,0.18451600220338346,0.15427290688599152
2012-05-31,0.09916156597888426,0.16088612158128013,0.003496800390498436,0.09580314949899163
2012-06-30,0.1137538009733773,0.06967400344863685,0.0019296843431450383,0.024281188734754516
2012-07-31,0.11091135709830166,0.03149155347641051,0.001600387001147665,0.00903751126415774
2012-08-31,0.0678711630553031,0.018897194465201543,0.0019673241960619283,0.004315111996758428
2012-09-30,0.0799799769051461,0.010744325015291527,0.005780776431634444,0.0028443999754277534
2012-10-31,0.06493449185324779,0.016601115557699025,0.03238422828665774,0.015688990700761952
2012-11-30,0.038305578810024735,0.02221007126292841,0.08280670242024213,0.01520833294829204
2012-12-31,0.04900212581557219,0.04794914214416765,0.10939295378913474,0.05966152044337433
2013-01-31,0.05799010009829744,0.056304313329293296,0.05253958754369604,0.07382653072735018
2013-02-28,0.10538344675871339,0.0929873953535069,0.055397050314468906,0.09083625886817222
2013-03-31,0.13772563740881644,0.19867561887163196,0.045479008226339636,0.15131909596055745
2013-04-30,0.11670236822047017,0.1800004490781753,0.020347277722001216,0.09150793178187815
2013-05-31,0.11353207184899249,0.09939847390631233,0.011347357607982436,0.0449893050758723
2013-06-30,0.09378541717592224,0.04109297852527331,0.004720144396428752,0.0124857107594732
2013-07-31,0.10773138132213775,0.02455444043604804,0.003215923490016877,0.006961402412891275
2013-08-31,0.10698002659785978,0.019861205402926744,0.0029617566113920015,0.0031838101379165844
2013-09-30,0.08161323897633994,0.013613103099665187,0.0071149254636146304,0.0013755848602624487
2013-10-31,0.04560688918328596,0.015036985525586069,0.00983237466372401,0.018426382404818024
2013-11-30,0.042936092730560586,0.0236300621188697,0.053530688131908984,0.02920581779433298
2013-12-31,0.023549836220027605,0.025359125967056972,0.015968362388399663,0.031073996690278948
2014-01-31,0.03139628305849463,0.04373307683952752,0.02011032484134962,0.037307452935344286
2014-02-28,0.0637571080477527,0.0967742873586234,0.1388638674004346,0.07776685246766896
2014-03-31,0.11913147479955326,0.1942804378790306,0.04563290537074241,0.15153318281919212
2014-04-30,0.11559359379601067,0.19381263395235382,0.07048459034611348,0.1322725643638163
2014-05-31,0.10511691410272776,0.11593351338803659,0.002389971285599053,0.056618295781934114
2014-06-30,0.08977898612583415,0.04392419308782675,0.001232059467440896,0.014457291065059693
2014-07-31,0.07769910642014446,0.019408617041535906,0.0008532620374602941,0.005662066438575814
2014-08-31,0.09509262644614982,0.018897137057855434,0.001179326283016362,0.004650394010119037
2014-09-30,0.05980805638970648,0.006923575540388395,0.022821961529951095,0.00460489799082095
2014-10-31,0.03779436678373648,0.01722987333483668,0.03820698772402554,0.012827927347357219
2014-11-30,0.04539496113941912,0.02592803494347117,0.033366251137371204,0.0449637919316105
2014-12-31,0.049519521686826315,0.04445671384584723,0.12498660733701303,0.08803054192299221
2015-01-31,0.029660508280737793,0.053761590240252004,0.04640330524509808,0.061145626118090435
2015-02-28,0.1290833110739596,0.10184045743848111,0.08157112085008582,0.12254442155577067
2015-03-31,0.1421220674178101,0.19128644808403308,0.025162542646495135,0.1361918572636108
2015-04-30,0.09141070498126211,0.17472105262805776,0.11743824810940795,0.09680552562105879
2015-05-31,0.11604302462382429,0.12343446399113482,0.03946970696351057,0.05242522803034528
2015-06-30,0.08865226201185923,0.06334033064862596,0.009942115371229658,0.019889234905096323
2015-07-31,0.14194302376964185,0.04879641132288566,0.005023807083467432,0.009001742374122816
2015-08-31,0.0863933605587281,0.02447174191513088,0.003976328918772205,0.005683128147584678
2015-09-30,0.061919342358343864,0.009484318569543916,0.020594341946238964,0.002237775116033744
2015-10-31,0.04350665601336485,0.03157043686321822,0.03658266231739317,0.04617535556735116
2015-11-30,0.05666068851252291,0.05749293820830436,0.10912190953350855,0.04511925651337953
2015-12-31,0.04585239388551702,0.046769695768094005,0.11717964457056304,0.05199877930311922
2016-01-31,0.06495415454170089,0.07155354221898387,0.12414414405346791,0.08085327022061053
2016-02-29,0.11743247131819168,0.12567066492963308,0.06489104024119156,0.1428510665748179
2016-03-31,0.16659147486288658,0.24137007833223686,0.1655901401030027,0.19419725985242653
2016-04-30,0.14053199279849635,0.28603820119275625,0.09630070253768683,0.18215265211914472
2016-05-31,0.09641544660923956,0.2802091184248813,0.04600710926268742,0.09392975904332271
2016-06-30,0.06992572502204447,0.20205848719949063,0.012128205984268366,0.03679083086794893
2016-07-31,0.07419294445708853,0.07963600130598227,0.006809712674171828,0.012559323760287915
2016-08-31,0.07865065794992186,0.027983511500913206,0.005783410330526947,0.005186692246798853
2016-09-30,0.059422722104818894,0.008774949484975005,0.009333972978001294,0.002230552487106282
2016-10-31,0.05644917834111697,0.02788665662899652,0.15596139178608512,0.019021402515979353
2016-11-30,0.02991283434941079,0.03879441970758351,0.09906163141222558,0.041605350125804616
2016-12-31,0.04359770886542042,0.041937039294096735,0.11421844167086209,0.04337678558045311
2017-01-31,0.08063463756010991,0.07599372125491638,0.12084442174392376,0.12225231153421076
2017-02-28,0.1172494283368661,0.12615211759947784,0.17621617627833694,0.1672103756158493
2017-03-31,0.1939634020028537,0.2298413361010004,0.2579103693457853,0.22005036557775232
2017-04-30,0.1378108124869988,0.3047000181958924,0.23474419697165447,0.24863217348257668
2017-05-31,0.13760741542520677,0.2827171580707189,0.08972334990480782,0.1624612954959846
2017-06-30,0.09630032093771143,0.2179578419935973,0.033404824541857676,0.08240539099235335
2017-07-31,0.03817048381632495,0.10235927904577193,0.01929232508423149,0.025661500738096085
2017-08-31,0.07583290633086888,0.059738196278905295,0.022636982918953767,0.009897273676832805
2017-09-30,0.08776919223516683,0.07246938815483783,0.06302921554269507,0.011359265963586117
2017-10-31,0.03944114225027167,0.020994464003060303,0.009023220993280704,0.011074803960109163
2017-11-30,0.04555072003557585,0.017412498403087406,0.04796077863208854,0.035135037283946874
2017-12-31,0.020006093339130504,0.01471837367262089,0.005957669535800781,0.02057283434717185
2018-01-31,0.04277966567318152,0.04074072289394338,0.11737189216480144,0.08379664570312549
2018-02-28,0.06858358419516986,0.06394204354699952,0.018049137399374575,0.07293870595778557
2018-03-31,0.1312555669617643,0.20499467451460918,0.17426679929021507,0.1471755940328826
2018-04-30,0.11587004880924916,0.2688536563499455,0.07843984827262881,0.18511005264414
2018-05-31,0.1351323383744479,0.23190850027630697,0.009146062277447808,0.07327065771628975
2018-06-30,0.10001467706316028,0.16691869161060227,0.001912829802798427,0.025771878224793855
2018-07-31,0.03636698603271934,0.10371750765685316,0.0018029701432711665,0.010204602048666234
2018-08-31,0.07477351470001854,0.04728846385062645,0.0015764473617980105,0.0061531015706807355
2018-09-30,0.06691531358800713,0.008545670276513276,0.001465106308141685,0.0025034346204611565
2018-10-31,0.04653459603074827,0.036003199291527684,0.03273016619920277,0.014660145984895383
2018-11-30,0.03440352361732153,0.020055830494739364,0.12349447053095744,0.03504406767770779
2018-12-31,0.03730888593983106,0.034525056507928704,0.06735680164392838,0.053519199281127194
2019-01-31,0.05975860927045118,0.06735407791637758,0.14595272604208262,0.09619368566949621
2019-02-28,0.10007810257267594,0.14111707210185814,0.20707694989364694,0.13304604723811822
2019-03-31,0.17509560262069054,0.249718652756435,0.21776405876314375,0.21547299118338414
2019-04-30,0.13143120537779615,0.308867544885841,0.07210050993528828,0.20936231079779524
2019-05-31,0.15645537955806327,0.32776052066654565,0.2693958081167323,0.13673307230554757
2019-06-30,0.1317992182257639,0.386962399066798,0.017416013797657615,0.08133231808265227
2019-07-31,0.09438922058976075,0.25292692625334406,0.01101386548446581,0.02345317109136733
2019-08-31,0.07399913125906828,0.07824710600984223,0.008111102011546382,0.008546910738625136
2019-09-30,0.07732524567086255,0.035164994137645934,0.008165949570105708,0.0034033050847040555
2019-10-31,0.034696127028592365,0.007123805414581224,0.0050076185652686385,0.007739316382942722
2019-11-30,0.040656340984692216,0.006935642793925213,0.09571106760745883,0.009177377869310683
2019-12-31,0.057442004392708974,0.03776570167930191,0.15018750638769604,0.09543121380050763
2020-01-31,0.09066814005718268,0.03305751350759353,0.03768299609898341,0.056453230501978605
2020-02-29,0.10699242541975042,0.11196459375413617,0.014485306852302943,0.0931286620001572
2020-03-31,0.12723708132363862,0.1965823734858351,0.12853248556620972,0.1534015161857272
2020-04-30,0.20540697187195994,0.26530266929569707,0.17828266792115063,0.19063597090570714
2020-05-31,0.10370784455881886,0.26679281147828104,0.016870027636654072,0.09493585120975606
2020-06-30,0.11916152204090015,0.14829070003683914,0.003438082685729842,0.035546328308236376
2020-07-31,0.08867263776489746,0.04966540690452776,0.002254784154391852,0.013873117026163962
2020-08-31,0.07448686979430422,0.022734106175261885,0.001964049377661769,0.005933571347118174
2020-09-30,0.04589425097854205,0.020692823366585122,0.0017297979472638222,0.008461063776259463
2020-10-31,0.04145145117220849,0.0121683201278341,0.002378643716222973,0.01005940953828702
2020-11-30,0.03251980682560489,0.030215338556270704,0.03694891274297735,0.028141237808435617
2020-12-31,0.028975274863015037,0.030541552834454123,0.06019907740310047,0.03389635300424118
2021-01-31,0.047095791478741114,0.05745836154664942,0.1212223283475109,0.05794434973083528
2021-02-28,0.07392572802542313,0.09364773775598212,0.034525367211523474,0.09247159782706199
2021-03-31,0.1340534648577074,0.17544515764990215,0.0866378475802199,0.12386502857808508
2021-04-30,0.11024818198244596,0.18347973867679845,0.020917229738698754,0.09693314394229395
2021-05-31,0.12433187111501777,0.09717909786953662,0.0009496683721058095,0.030525847839031717
2021-06-30,0.08033387212847996,0.03995932385893277,0.0008254084629769873,0.012566771858896097
2021-07-31,0.05760188066872107,0.02584887199813461,0.0007513408372544601,0.005291391999720246
2021-08-31,0.06541752121840409,0.0131672412186243,0.0006687645877908344,0.0022784776864779796
2021-09-30,0.04581014443177187,0.006261864708502734,0.0020574755283014807,0.0009939838099321558
